ID,Label,External ID
7cee18f9-a923-458c-91ca-d5d32ff7541b,"{""Bay"": [{""geometry"": [{""x"": 84, ""y"": 433}, {""x"": 44, ""y"": 475}, {""x"": 66, ""y"": 499}, {""x"": 124, ""y"": 444}, {""x"": 101, ""y"": 419}, {""x"": 84, ""y"": 433}]}, {""geometry"": [{""x"": 199, ""y"": 317}, {""x"": 168, ""y"": 347}, {""x"": 193, ""y"": 371}, {""x"": 248, ""y"": 316}, {""x"": 227, ""y"": 295}, {""x"": 199, ""y"": 317}]}, {""geometry"": [{""x"": 183, ""y"": 283}, {""x"": 146, ""y"": 318}, {""x"": 166, ""y"": 344}, {""x"": 223, ""y"": 293}, {""x"": 201, ""y"": 267}, {""x"": 183, ""y"": 283}]}, {""geometry"": [{""x"": 121, ""y"": 295}, {""x"": 145, ""y"": 317}, {""x"": 200, ""y"": 266}, {""x"": 175, ""y"": 241}, {""x"": 121, ""y"": 295}]}, {""geometry"": [{""x"": 102, ""y"": 199}, {""x"": 60, ""y"": 244}, {""x"": 86, ""y"": 268}, {""x"": 143, ""y"": 213}, {""x"": 118, ""y"": 186}, {""x"": 102, ""y"": 199}]}, {""geometry"": [{""x"": 131, ""y"": 228}, {""x"": 92, ""y"": 268}, {""x"": 120, ""y"": 294}, {""x"": 173, ""y"": 240}, {""x"": 148, ""y"": 214}, {""x"": 131, ""y"": 228}]}, {""geometry"": [{""x"": 79, ""y"": 175}, {""x"": 37, ""y"": 220}, {""x"": 63, ""y"": 243}, {""x"": 121, ""y"": 188}, {""x"": 96, ""y"": 162}, {""x"": 79, ""y"": 175}]}, {""geometry"": [{""x"": 61, ""y"": 407}, {""x"": 19, ""y"": 452}, {""x"": 45, ""y"": 475}, {""x"": 102, ""y"": 420}, {""x"": 77, ""y"": 394}, {""x"": 61, ""y"": 407}]}, {""geometry"": [{""x"": 61, ""y"": 407}, {""x"": 19, ""y"": 452}, {""x"": 45, ""y"": 475}, {""x"": 102, ""y"": 420}, {""x"": 77, ""y"": 394}, {""x"": 61, ""y"": 407}]}]}",752fce89-3a9d-4e5c-a25a-64db0d298e63.png
f5896e63-1a5e-4bc3-bf18-a841f9cb6f3a,"{""Bay"": [{""geometry"": [{""x"": 179, ""y"": 251}, {""x"": 181, ""y"": 310}, {""x"": 218, ""y"": 310}, {""x"": 218, ""y"": 226}, {""x"": 181, ""y"": 225}, {""x"": 179, ""y"": 251}]}, {""geometry"": [{""x"": 141, ""y"": 252}, {""x"": 143, ""y"": 307}, {""x"": 173, ""y"": 310}, {""x"": 177, ""y"": 231}, {""x"": 142, ""y"": 228}, {""x"": 141, ""y"": 252}]}, {""geometry"": [{""x"": 140, ""y"": 72}, {""x"": 142, ""y"": 125}, {""x"": 175, ""y"": 126}, {""x"": 178, ""y"": 47}, {""x"": 143, ""y"": 44}, {""x"": 140, ""y"": 72}]}, {""geometry"": [{""x"": 99, ""y"": 250}, {""x"": 102, ""y"": 306}, {""x"": 138, ""y"": 309}, {""x"": 136, ""y"": 226}, {""x"": 102, ""y"": 225}, {""x"": 99, ""y"": 250}]}, {""geometry"": [{""x"": 218, ""y"": 252}, {""x"": 219, ""y"": 311}, {""x"": 259, ""y"": 312}, {""x"": 257, ""y"": 226}, {""x"": 219, ""y"": 226}, {""x"": 218, ""y"": 252}]}, {""geometry"": [{""x"": 181, ""y"": 67}, {""x"": 180, ""y"": 118}, {""x"": 215, ""y"": 126}, {""x"": 217, ""y"": 45}, {""x"": 184, ""y"": 43}, {""x"": 181, ""y"": 67}]}, {""geometry"": [{""x"": 220, ""y"": 68}, {""x"": 221, ""y"": 121}, {""x"": 250, ""y"": 126}, {""x"": 256, ""y"": 49}, {""x"": 223, ""y"": 43}, {""x"": 220, ""y"": 68}]}, {""geometry"": [{""x"": 101, ""y"": 73}, {""x"": 101, ""y"": 123}, {""x"": 138, ""y"": 126}, {""x"": 138, ""y"": 49}, {""x"": 105, ""y"": 43}, {""x"": 101, ""y"": 73}]}, {""geometry"": [{""x"": 61, ""y"": 74}, {""x"": 62, ""y"": 120}, {""x"": 93, ""y"": 126}, {""x"": 99, ""y"": 49}, {""x"": 68, ""y"": 42}, {""x"": 61, ""y"": 74}]}, {""geometry"": [{""x"": 258, ""y"": 257}, {""x"": 258, ""y"": 304}, {""x"": 289, ""y"": 309}, {""x"": 290, ""y"": 235}, {""x"": 261, ""y"": 225}, {""x"": 258, ""y"": 257}]}]}",4170170b-2009-42d8-996e-cbeda4077292.png
3974f481-0787-41a6-a599-641be6732df2,"{""Bay"": [{""geometry"": [{""x"": 370, ""y"": 408}, {""x"": 360, ""y"": 393}, {""x"": 290, ""y"": 461}, {""x"": 321, ""y"": 497}, {""x"": 394, ""y"": 428}, {""x"": 370, ""y"": 408}]}, {""geometry"": [{""x"": 328, ""y"": 358}, {""x"": 257, ""y"": 426}, {""x"": 288, ""y"": 461}, {""x"": 356, ""y"": 393}, {""x"": 328, ""y"": 358}]}, {""geometry"": [{""x"": 219, ""y"": 56}, {""x"": 179, ""y"": 27}, {""x"": 152, ""y"": 55}, {""x"": 224, ""y"": 124}, {""x"": 255, ""y"": 95}, {""x"": 219, ""y"": 56}]}, {""geometry"": [{""x"": 298, ""y"": 327}, {""x"": 228, ""y"": 395}, {""x"": 259, ""y"": 430}, {""x"": 326, ""y"": 362}, {""x"": 298, ""y"": 327}]}, {""geometry"": [{""x"": 186, ""y"": 90}, {""x"": 147, ""y"": 60}, {""x"": 119, ""y"": 89}, {""x"": 191, ""y"": 157}, {""x"": 222, ""y"": 129}, {""x"": 186, ""y"": 90}]}]}",276eac4b-b05b-4b89-a830-b6b697e35635.png
c3da7268-08de-4e96-bacd-31f50528acf9,"{""Bay"": [{""geometry"": [{""x"": 186, ""y"": 90}, {""x"": 147, ""y"": 60}, {""x"": 119, ""y"": 89}, {""x"": 191, ""y"": 157}, {""x"": 222, ""y"": 129}, {""x"": 186, ""y"": 90}]}, {""geometry"": [{""x"": 174, ""y"": 172}, {""x"": 80, ""y"": 265}, {""x"": 122, ""y"": 318}, {""x"": 216, ""y"": 216}, {""x"": 198, ""y"": 197}, {""x"": 174, ""y"": 172}]}, {""geometry"": [{""x"": 174, ""y"": 172}, {""x"": 80, ""y"": 265}, {""x"": 122, ""y"": 318}, {""x"": 216, ""y"": 216}, {""x"": 198, ""y"": 197}, {""x"": 174, ""y"": 172}]}, {""geometry"": [{""x"": 98, ""y"": 154}, {""x"": 31, ""y"": 226}, {""x"": 71, ""y"": 266}, {""x"": 171, ""y"": 172}, {""x"": 128, ""y"": 126}, {""x"": 98, ""y"": 154}]}, {""geometry"": [{""x"": 284, ""y"": 345}, {""x"": 216, ""y"": 417}, {""x"": 257, ""y"": 457}, {""x"": 357, ""y"": 363}, {""x"": 314, ""y"": 317}, {""x"": 284, ""y"": 345}]}, {""geometry"": [{""x"": 235, ""y"": 300}, {""x"": 170, ""y"": 369}, {""x"": 212, ""y"": 413}, {""x"": 313, ""y"": 313}, {""x"": 264, ""y"": 269}, {""x"": 235, ""y"": 300}]}, {""geometry"": [{""x"": 360, ""y"": 363}, {""x"": 266, ""y"": 455}, {""x"": 308, ""y"": 508}, {""x"": 402, ""y"": 407}, {""x"": 383, ""y"": 388}, {""x"": 360, ""y"": 363}]}, {""geometry"": [{""x"": 192, ""y"": 250}, {""x"": 125, ""y"": 321}, {""x"": 165, ""y"": 361}, {""x"": 265, ""y"": 268}, {""x"": 222, ""y"": 222}, {""x"": 192, ""y"": 250}]}]}",332623c0-a0ad-4d0b-abdf-d458527850cf.png
764bc451-cb8a-42ec-bd69-2f456d6a24c9,"{""Bay"": [{""geometry"": [{""x"": 192, ""y"": 250}, {""x"": 125, ""y"": 321}, {""x"": 165, ""y"": 361}, {""x"": 265, ""y"": 268}, {""x"": 222, ""y"": 222}, {""x"": 192, ""y"": 250}]}, {""geometry"": [{""x"": 91, ""y"": 297}, {""x"": 39, ""y"": 244}, {""x"": 13, ""y"": 267}, {""x"": 65, ""y"": 323}, {""x"": 91, ""y"": 297}]}, {""geometry"": [{""x"": 91, ""y"": 297}, {""x"": 39, ""y"": 244}, {""x"": 13, ""y"": 267}, {""x"": 65, ""y"": 323}, {""x"": 91, ""y"": 297}]}, {""geometry"": [{""x"": 91, ""y"": 297}, {""x"": 39, ""y"": 244}, {""x"": 13, ""y"": 267}, {""x"": 65, ""y"": 323}, {""x"": 91, ""y"": 297}]}, {""geometry"": [{""x"": 91, ""y"": 297}, {""x"": 39, ""y"": 244}, {""x"": 13, ""y"": 267}, {""x"": 65, ""y"": 323}, {""x"": 91, ""y"": 297}]}, {""geometry"": [{""x"": 116, ""y"": 275}, {""x"": 65, ""y"": 222}, {""x"": 39, ""y"": 245}, {""x"": 91, ""y"": 301}, {""x"": 116, ""y"": 275}]}, {""geometry"": [{""x"": 139, ""y"": 64}, {""x"": 115, ""y"": 89}, {""x"": 59, ""y"": 31}, {""x"": 84, ""y"": 7}, {""x"": 139, ""y"": 64}]}, {""geometry"": [{""x"": 115, ""y"": 89}, {""x"": 90, ""y"": 114}, {""x"": 34, ""y"": 56}, {""x"": 59, ""y"": 31}, {""x"": 115, ""y"": 89}]}, {""geometry"": [{""x"": 90, ""y"": 114}, {""x"": 66, ""y"": 138}, {""x"": 9, ""y"": 81}, {""x"": 34, ""y"": 56}, {""x"": 90, ""y"": 114}]}, {""geometry"": [{""x"": 90, ""y"": 114}, {""x"": 66, ""y"": 138}, {""x"": 9, ""y"": 81}, {""x"": 34, ""y"": 56}, {""x"": 90, ""y"": 114}]}, {""geometry"": [{""x"": 90, ""y"": 114}, {""x"": 66, ""y"": 138}, {""x"": 9, ""y"": 81}, {""x"": 34, ""y"": 56}, {""x"": 90, ""y"": 114}]}, {""geometry"": [{""x"": 90, ""y"": 114}, {""x"": 66, ""y"": 138}, {""x"": 9, ""y"": 81}, {""x"": 34, ""y"": 56}, {""x"": 90, ""y"": 114}]}, {""geometry"": [{""x"": 312, ""y"": 367}, {""x"": 337, ""y"": 391}, {""x"": 282, ""y"": 446}, {""x"": 257, ""y"": 421}, {""x"": 312, ""y"": 367}]}, {""geometry"": [{""x"": 288, ""y"": 343}, {""x"": 312, ""y"": 367}, {""x"": 257, ""y"": 421}, {""x"": 233, ""y"": 396}, {""x"": 288, ""y"": 343}]}, {""geometry"": [{""x"": 262, ""y"": 316}, {""x"": 286, ""y"": 341}, {""x"": 231, ""y"": 394}, {""x"": 207, ""y"": 369}, {""x"": 262, ""y"": 316}]}, {""geometry"": [{""x"": 236, ""y"": 291}, {""x"": 261, ""y"": 316}, {""x"": 206, ""y"": 368}, {""x"": 182, ""y"": 343}, {""x"": 236, ""y"": 291}]}, {""geometry"": [{""x"": 211, ""y"": 266}, {""x"": 235, ""y"": 290}, {""x"": 180, ""y"": 342}, {""x"": 156, ""y"": 317}, {""x"": 211, ""y"": 266}]}, {""geometry"": [{""x"": 186, ""y"": 241}, {""x"": 211, ""y"": 266}, {""x"": 156, ""y"": 317}, {""x"": 131, ""y"": 292}, {""x"": 186, ""y"": 241}]}, {""geometry"": [{""x"": 338, ""y"": 391}, {""x"": 362, ""y"": 416}, {""x"": 307, ""y"": 470}, {""x"": 282, ""y"": 445}, {""x"": 338, ""y"": 391}]}]}",2114e590-2d2e-44b1-8568-065b4ac8ab17.png
d5d18c47-708c-4ab7-a792-5cb7d980f3b0,"{""Bay"": [{""geometry"": [{""x"": 183, ""y"": 304}, {""x"": 136, ""y"": 350}, {""x"": 168, ""y"": 381}, {""x"": 235, ""y"": 315}, {""x"": 204, ""y"": 283}, {""x"": 183, ""y"": 304}]}, {""geometry"": [{""x"": 85, ""y"": 203}, {""x"": 38, ""y"": 252}, {""x"": 66, ""y"": 282}, {""x"": 136, ""y"": 214}, {""x"": 107, ""y"": 182}, {""x"": 85, ""y"": 203}]}, {""geometry"": [{""x"": 217, ""y"": 335}, {""x"": 172, ""y"": 386}, {""x"": 203, ""y"": 418}, {""x"": 268, ""y"": 349}, {""x"": 238, ""y"": 317}, {""x"": 217, ""y"": 335}]}, {""geometry"": [{""x"": 48, ""y"": 173}, {""x"": 5, ""y"": 216}, {""x"": 35, ""y"": 251}, {""x"": 103, ""y"": 180}, {""x"": 72, ""y"": 148}, {""x"": 48, ""y"": 173}]}, {""geometry"": [{""x"": 233, ""y"": 120}, {""x"": 185, ""y"": 170}, {""x"": 220, ""y"": 203}, {""x"": 286, ""y"": 135}, {""x"": 255, ""y"": 103}, {""x"": 233, ""y"": 120}]}, {""geometry"": [{""x"": 171, ""y"": 253}, {""x"": 106, ""y"": 319}, {""x"": 135, ""y"": 348}, {""x"": 201, ""y"": 282}, {""x"": 171, ""y"": 253}]}, {""geometry"": [{""x"": 247, ""y"": 371}, {""x"": 205, ""y"": 417}, {""x"": 231, ""y"": 447}, {""x"": 298, ""y"": 379}, {""x"": 271, ""y"": 352}, {""x"": 247, ""y"": 371}]}, {""geometry"": [{""x"": 200, ""y"": 88}, {""x"": 149, ""y"": 141}, {""x"": 177, ""y"": 170}, {""x"": 249, ""y"": 101}, {""x"": 220, ""y"": 70}, {""x"": 200, ""y"": 88}]}, {""geometry"": [{""x"": 139, ""y"": 218}, {""x"": 105, ""y"": 247}, {""x"": 69, ""y"": 286}, {""x"": 103, ""y"": 318}, {""x"": 171, ""y"": 250}, {""x"": 139, ""y"": 218}]}, {""geometry"": [{""x"": 222, ""y"": 204}, {""x"": 251, ""y"": 232}, {""x"": 320, ""y"": 169}, {""x"": 288, ""y"": 136}, {""x"": 222, ""y"": 204}]}, {""geometry"": [{""x"": 298, ""y"": 189}, {""x"": 252, ""y"": 234}, {""x"": 278, ""y"": 266}, {""x"": 348, ""y"": 201}, {""x"": 321, ""y"": 169}, {""x"": 298, ""y"": 189}]}, {""geometry"": [{""x"": 298, ""y"": 189}, {""x"": 252, ""y"": 234}, {""x"": 278, ""y"": 266}, {""x"": 348, ""y"": 201}, {""x"": 321, ""y"": 169}, {""x"": 298, ""y"": 189}]}, {""geometry"": [{""x"": 318, ""y"": 232}, {""x"": 280, ""y"": 269}, {""x"": 311, ""y"": 299}, {""x"": 376, ""y"": 238}, {""x"": 354, ""y"": 204}, {""x"": 318, ""y"": 232}]}, {""geometry"": [{""x"": 318, ""y"": 232}, {""x"": 280, ""y"": 269}, {""x"": 311, ""y"": 299}, {""x"": 376, ""y"": 238}, {""x"": 354, ""y"": 204}, {""x"": 318, ""y"": 232}]}, {""geometry"": [{""x"": 171, ""y"": 55}, {""x"": 118, ""y"": 111}, {""x"": 150, ""y"": 141}, {""x"": 223, ""y"": 72}, {""x"": 191, ""y"": 39}, {""x"": 171, ""y"": 55}]}, {""geometry"": [{""x"": 171, ""y"": 55}, {""x"": 118, ""y"": 111}, {""x"": 150, ""y"": 141}, {""x"": 223, ""y"": 72}, {""x"": 191, ""y"": 39}, {""x"": 171, ""y"": 55}]}]}",47300ff3-319e-4793-9e45-11fb491f5087.png
1d61f6c8-7e63-4745-ba63-8ead4ac92b0d,"{""Bay"": [{""geometry"": [{""x"": 200, ""y"": 316}, {""x"": 152, ""y"": 367}, {""x"": 181, ""y"": 395}, {""x"": 252, ""y"": 329}, {""x"": 221, ""y"": 296}, {""x"": 200, ""y"": 316}]}, {""geometry"": [{""x"": 166, ""y"": 284}, {""x"": 119, ""y"": 333}, {""x"": 149, ""y"": 364}, {""x"": 220, ""y"": 293}, {""x"": 186, ""y"": 262}, {""x"": 166, ""y"": 284}]}, {""geometry"": [{""x"": 351, ""y"": 231}, {""x"": 302, ""y"": 281}, {""x"": 335, ""y"": 315}, {""x"": 401, ""y"": 243}, {""x"": 371, ""y"": 211}, {""x"": 351, ""y"": 231}]}, {""geometry"": [{""x"": 320, ""y"": 192}, {""x"": 269, ""y"": 249}, {""x"": 298, ""y"": 280}, {""x"": 368, ""y"": 210}, {""x"": 338, ""y"": 178}, {""x"": 320, ""y"": 192}]}, {""geometry"": [{""x"": 254, ""y"": 329}, {""x"": 187, ""y"": 394}, {""x"": 217, ""y"": 432}, {""x"": 284, ""y"": 360}, {""x"": 271, ""y"": 346}, {""x"": 254, ""y"": 329}]}, {""geometry"": [{""x"": 283, ""y"": 164}, {""x"": 237, ""y"": 214}, {""x"": 264, ""y"": 245}, {""x"": 334, ""y"": 173}, {""x"": 304, ""y"": 147}, {""x"": 283, ""y"": 164}]}, {""geometry"": [{""x"": 249, ""y"": 127}, {""x"": 200, ""y"": 181}, {""x"": 233, ""y"": 215}, {""x"": 300, ""y"": 144}, {""x"": 270, ""y"": 112}, {""x"": 249, ""y"": 127}]}, {""geometry"": [{""x"": 145, ""y"": 32}, {""x"": 100, ""y"": 83}, {""x"": 129, ""y"": 115}, {""x"": 196, ""y"": 50}, {""x"": 166, ""y"": 17}, {""x"": 145, ""y"": 32}]}, {""geometry"": [{""x"": 179, ""y"": 69}, {""x"": 133, ""y"": 120}, {""x"": 160, ""y"": 150}, {""x"": 230, ""y"": 79}, {""x"": 200, ""y"": 53}, {""x"": 179, ""y"": 69}]}, {""geometry"": [{""x"": 216, ""y"": 98}, {""x"": 165, ""y"": 155}, {""x"": 194, ""y"": 185}, {""x"": 266, ""y"": 109}, {""x"": 234, ""y"": 84}, {""x"": 216, ""y"": 98}]}, {""geometry"": [{""x"": 88, ""y"": 161}, {""x"": 21, ""y"": 226}, {""x"": 51, ""y"": 264}, {""x"": 118, ""y"": 192}, {""x"": 105, ""y"": 178}, {""x"": 88, ""y"": 161}]}, {""geometry"": [{""x"": 100, ""y"": 217}, {""x"": 54, ""y"": 265}, {""x"": 84, ""y"": 296}, {""x"": 155, ""y"": 226}, {""x"": 121, ""y"": 194}, {""x"": 100, ""y"": 217}]}, {""geometry"": [{""x"": 135, ""y"": 248}, {""x"": 87, ""y"": 299}, {""x"": 115, ""y"": 328}, {""x"": 187, ""y"": 261}, {""x"": 156, ""y"": 228}, {""x"": 135, ""y"": 248}]}, {""geometry"": [{""x"": 135, ""y"": 248}, {""x"": 87, ""y"": 299}, {""x"": 115, ""y"": 328}, {""x"": 187, ""y"": 261}, {""x"": 156, ""y"": 228}, {""x"": 135, ""y"": 248}]}]}",5fb2a932-31f2-4f37-a1d3-eb07174c0752.png
d611f2e6-0c59-457b-ba3c-0e2e7ce3d354,"{""Bay"": [{""geometry"": [{""x"": 328, ""y"": 400}, {""x"": 274, ""y"": 351}, {""x"": 225, ""y"": 396}, {""x"": 326, ""y"": 505}, {""x"": 377, ""y"": 454}, {""x"": 328, ""y"": 400}]}, {""geometry"": [{""x"": 207, ""y"": 259}, {""x"": 158, ""y"": 309}, {""x"": 42, ""y"": 192}, {""x"": 93, ""y"": 142}, {""x"": 207, ""y"": 259}]}, {""geometry"": [{""x"": 257, ""y"": 209}, {""x"": 207, ""y"": 259}, {""x"": 93, ""y"": 142}, {""x"": 145, ""y"": 91}, {""x"": 257, ""y"": 209}]}, {""geometry"": [{""x"": 307, ""y"": 158}, {""x"": 257, ""y"": 209}, {""x"": 145, ""y"": 91}, {""x"": 196, ""y"": 41}, {""x"": 307, ""y"": 158}]}, {""geometry"": [{""x"": 307, ""y"": 158}, {""x"": 257, ""y"": 209}, {""x"": 145, ""y"": 91}, {""x"": 196, ""y"": 41}, {""x"": 307, ""y"": 158}]}, {""geometry"": [{""x"": 307, ""y"": 158}, {""x"": 257, ""y"": 209}, {""x"": 145, ""y"": 91}, {""x"": 196, ""y"": 41}, {""x"": 307, ""y"": 158}]}]}",5917c990-7504-4b06-8af7-ab91e92adf66.png
19734753-0edc-4a85-a847-8c929abc7cf9,"{""Bay"": [{""geometry"": [{""x"": 249, ""y"": 411}, {""x"": 194, ""y"": 470}, {""x"": 227, ""y"": 503}, {""x"": 310, ""y"": 426}, {""x"": 274, ""y"": 388}, {""x"": 249, ""y"": 411}]}, {""geometry"": [{""x"": 210, ""y"": 374}, {""x"": 155, ""y"": 430}, {""x"": 190, ""y"": 467}, {""x"": 273, ""y"": 385}, {""x"": 233, ""y"": 348}, {""x"": 210, ""y"": 374}]}, {""geometry"": [{""x"": 347, ""y"": 234}, {""x"": 292, ""y"": 293}, {""x"": 324, ""y"": 328}, {""x"": 406, ""y"": 245}, {""x"": 371, ""y"": 214}, {""x"": 347, ""y"": 234}]}, {""geometry"": [{""x"": 307, ""y"": 191}, {""x"": 250, ""y"": 254}, {""x"": 288, ""y"": 293}, {""x"": 366, ""y"": 211}, {""x"": 331, ""y"": 173}, {""x"": 307, ""y"": 191}]}, {""geometry"": [{""x"": 186, ""y"": 81}, {""x"": 133, ""y"": 140}, {""x"": 167, ""y"": 177}, {""x"": 245, ""y"": 102}, {""x"": 210, ""y"": 63}, {""x"": 186, ""y"": 81}]}, {""geometry"": [{""x"": 226, ""y"": 124}, {""x"": 171, ""y"": 183}, {""x"": 203, ""y"": 218}, {""x"": 285, ""y"": 135}, {""x"": 250, ""y"": 105}, {""x"": 226, ""y"": 124}]}, {""geometry"": [{""x"": 269, ""y"": 157}, {""x"": 209, ""y"": 224}, {""x"": 243, ""y"": 259}, {""x"": 326, ""y"": 170}, {""x"": 289, ""y"": 141}, {""x"": 269, ""y"": 157}]}, {""geometry"": [{""x"": 119, ""y"": 230}, {""x"": 41, ""y"": 306}, {""x"": 76, ""y"": 350}, {""x"": 154, ""y"": 267}, {""x"": 139, ""y"": 251}, {""x"": 119, ""y"": 230}]}, {""geometry"": [{""x"": 134, ""y"": 295}, {""x"": 80, ""y"": 352}, {""x"": 114, ""y"": 388}, {""x"": 198, ""y"": 306}, {""x"": 157, ""y"": 269}, {""x"": 134, ""y"": 295}]}, {""geometry"": [{""x"": 174, ""y"": 332}, {""x"": 118, ""y"": 391}, {""x"": 151, ""y"": 424}, {""x"": 234, ""y"": 347}, {""x"": 199, ""y"": 309}, {""x"": 174, ""y"": 332}]}]}",65a19c93-bf0f-48b3-b78c-f07ef0f9708a.png
d56c64c6-5980-4d00-8bfe-57e03f056f71,"{""Bay"": [{""geometry"": [{""x"": 299, ""y"": 303}, {""x"": 214, ""y"": 390}, {""x"": 275, ""y"": 446}, {""x"": 390, ""y"": 329}, {""x"": 336, ""y"": 272}, {""x"": 299, ""y"": 303}]}, {""geometry"": [{""x"": 241, ""y"": 247}, {""x"": 153, ""y"": 339}, {""x"": 201, ""y"": 390}, {""x"": 326, ""y"": 270}, {""x"": 277, ""y"": 216}, {""x"": 241, ""y"": 247}]}, {""geometry"": [{""x"": 190, ""y"": 190}, {""x"": 99, ""y"": 287}, {""x"": 155, ""y"": 339}, {""x"": 280, ""y"": 219}, {""x"": 226, ""y"": 162}, {""x"": 190, ""y"": 190}]}]}",1b5f7f5b-e64a-4f94-a76a-630866961e68.png
